Date,BTC-USD,ETH-USD,USDT-USD,ADA-USD,XRP-USD,SOL-USD,DOGE-USD,DOT-USD,DAI-USD,MATIC-USD
2020-01-01,,,,,,,,,,
2020-01-02,-0.030272928096194005,-0.026273105367865448,0.0017277420715701521,-0.021357327450775378,-0.02429269764062039,,-0.011875539111384137,,-0.002422292180063352,-0.021005079764967127
2020-01-03,0.050171745960031294,0.05170873733930889,0.002619476486667907,0.0427071508520843,0.02871534639733163,,0.06550251733514231,,0.004361976610583897,0.03639203323428753
2020-01-04,0.008915009823896914,0.006668095738992252,0.0032610281389286976,0.01206851588585344,0.004300366094410468,,0.043782656243155554,,0.005582148913053753,-0.015453807759610324
2020-01-05,8.914393268935946e-05,0.008899486564836377,-0.001266407460804741,0.003635435042535042,0.0060632607989748845,,0.07643201739573431,,-0.00015875408127154965,-0.0031463921332036404
2020-01-06,0.047161467235659664,0.05723529011681859,-0.0032790743172743464,0.07089770189547341,0.12471807953108617,,0.018025834285351035,,-0.00458859972632148,0.0441368484161998
2020-01-07,0.04952688932640552,-0.005281702419175781,-0.0011772107747093723,-0.006055000154989784,-0.034879604882991994,,-0.012255054054839502,,-0.007014357014531597,-0.03174247277402805
2020-01-08,-0.010321673202805576,-0.01605259966408529,0.002522442932091102,-0.016657475225643315,-0.023129481888080516,,-0.059264019651939726,,0.009947195293253965,-0.00624463918728477
2020-01-09,-0.02516485111441786,-0.016264648684096536,0.0023074428348715697,-0.002088075208802229,-0.01994145143306566,,-0.01626769193417455,,-0.0008144408028118441,-0.020670673094144425
2020-01-10,0.0358370170573265,0.035237411855320956,-0.005090539017850045,0.01406490285107753,0.035511430754481106,,0.04337195983842009,,-0.002971154100066911,0.010422385729351736
2020-01-11,-0.01592428993077385,-0.0072269384526348944,-0.0013699625191552253,-0.0013296991737259442,-0.0021453953948441457,,-0.017987674514812067,,0.00027842675150897774,-0.002494159063649324
2020-01-12,0.019095619045757743,0.020407997067783012,0.0023839857622492706,0.023217777990046543,0.017694710196293234,,0.028542958341334825,,-0.0007524419474312321,0.012942332485987662
2020-01-13,-0.005913064387262195,-0.01135714300755629,0.0008665120403727903,-0.019396209446171077,-0.014085509831019243,,-0.009706741046493522,,-0.0005182947813367799,0.03418799156999583
2020-01-14,0.0805965063783667,0.140333167597574,-0.0015220653321919375,0.11954286260325989,0.09876031219270086,,0.04640431622409481,,0.0005631597612583812,0.012795239859968601
2020-01-15,-0.0023537488141357047,0.0016576834890892594,-0.002163422601189131,0.021208934233985458,-0.007664997835291026,,-0.041750157859376705,,-0.006025665772683922,0.03969494889425284
2020-01-16,-0.009494746324859216,-0.011128700578588896,-0.00042527739464475443,-0.027686891839059816,-0.01872773799307046,,-0.01018260073068346,,-0.011019407354448054,-0.017938479765378695
2020-01-17,0.023255338715640103,0.038128127334989784,0.0036442020748109487,0.0831100167509624,0.04366588924013884,,0.059997379754797284,,0.01831901697689164,0.1574241567284346
2020-01-18,0.0015410282758632793,0.02649747266526811,-0.0001376575396423059,-0.002827571362295697,0.018711833608221547,,0.0068040671867795575,,-0.0011841009361660295,-0.07152781756652811
